"","Intrinsic","Batch","spin_cpm","pdac_cpm"
"ADAMTS9-AS2",1,1.86507777008871e-43,0.0486006986630247,1.28540938895615
"MAPT-AS1",1,1.86843973726952e-43,0.0486006986630247,0.225739061514841
"AC018523.1",1,1.87437551306578e-43,0.0243003493315123,0.155059447447673
"AC006059.1",1,1.87449183814575e-43,0.072901047994537,0.127748514433552
"RN7SL36P",1,1.87550151712334e-43,0.0243003493315123,0.0236222674705881
"AC067838.1",1,1.8772511714719e-43,0.0486006986630247,0
"AKAP4",1,1.88464689913845e-43,0.0243003493315123,0.165672785517212
"NPM1P30",1,1.89320055512096e-43,0.0486006986630247,0.541743743813782
"PGK2",1,1.89344720053172e-43,0.0243003493315123,0.160285232363935
"SEMG2",1,1.90471053172513e-43,0.072901047994537,0.397876411110636
"AC138904.1",1,1.90627343013486e-43,0.0243003493315123,0.227978269074831
"AC010542.3",1,1.90801097793649e-43,0.0243003493315123,0.0180989006087798
"RN7SKP191",1,1.91083440722009e-43,0.0243003493315123,0.0158093513641304
"AC004066.1",1,1.92247998383434e-43,0.0243003493315123,0.185275789318747
"AC104836.2",1,1.92411574347516e-43,0.0486006986630247,0.150938721222593
"OTOG",1,1.93178091617716e-43,0.0243003493315123,0.121358099490612
"FOXI1",1,1.93283881524707e-43,0.0243003493315123,0.393238945450656
"HNRNPKP3",1,1.93917709393675e-43,0.0243003493315123,0.163931873406802
"LRRC19",1,1.93979120147272e-43,0.0243003493315123,0.184643615198923
"AC105339.3",1,1.9416023296359e-43,0.0243003493315123,0.0328580251262953
"AC012074.1",1,1.94330388708652e-43,0.0243003493315123,0.311441011846746
"RPSAP59",1,1.94347096694732e-43,0.0243003493315123,0
"LINC00431",1,1.96502184177604e-43,0.0243003493315123,0.0628119479642147
"MTND1P14",1,1.9670850187117e-43,0.0243003493315123,0.00382366200736627
"AC245369.7",1,1.98583421136674e-43,0.0243003493315123,0.0231211122813244
"OR2V1",1,1.99640879219899e-43,0.0243003493315123,0.114941070579733
"AC103702.1",1,2.00641793783743e-43,0.0972013973260493,0.297144227008781
"TMEM132D-AS1",1,2.01185469250433e-43,0.0243003493315123,0.156500630389723
"SLC35F4",1,2.01762500873606e-43,0.072901047994537,0.0925238427758291
"AC116618.1",1,2.03015484105011e-43,0.0243003493315123,0.0617949361414475
"AC004965.1",1,2.03772285471778e-43,0.0243003493315123,0
"RPSAP51",1,2.03825987591681e-43,0.0243003493315123,0.0124677840130012
"AC125613.1",1,2.0467422000854e-43,0.0243003493315123,0.0428560246449641
"C9orf24",1,2.05413125718629e-43,0.0399518341745075,0.0043321106320291
"LINC01581",1,2.05562041241098e-43,0.0486006986630247,0.243984597970378
"AC012065.4",1,2.06513541856017e-43,0.0243003493315123,0
"AC114730.1",1,2.06797250038269e-43,0.0243003493315123,0
"AQP4-AS1",1,2.07846860814711e-43,0.0243003493315123,0.29333269414812
"AC087269.1",1,2.10253822556754e-43,0.0243003493315123,0
"CXorf66",1,2.11575092683159e-43,0.0243003493315123,0.0109025178405531
"SPAG11B",1,2.12952944898498e-43,0.0243003493315123,0.105371606871261
"KLF7P1",1,2.13527471453977e-43,0.0243003493315123,0.0926168847319198
"AC239600.2",1,2.13604367378088e-43,0.0243003493315123,0.00343584662765469
"CHRND",1,2.14219399879945e-43,0.0243003493315123,0.145897191825257
"AC073896.1",1,2.16562985829009e-43,0.0243003493315123,0.128199363115425
"NAA11",1,2.16566372851413e-43,0.0243003493315123,0.242019984737492
"BTF3L4P4",1,2.17067629680407e-43,0.0243003493315123,0
"AC090844.3",1,2.18401641174743e-43,0.0243003493315123,0.0175907167844221
"ASB11",1,2.19639238974282e-43,0.0243003493315123,0.101592594355137
"AC114316.2",1,2.22603874137516e-43,0.0243003493315123,0.0129970219282836
"AC156455.1",1,2.22752557038085e-43,0.0823442230851686,0.0815755695702777
"OR4D7P",1,2.23671009464288e-43,0.0486006986630247,0.0242866670948846
"OR13E1P",1,2.27961391729064e-43,0.0486006986630247,0.00686410731378322
"AC007618.1",1,2.29209380878431e-43,0.0243003493315123,0.00377375226089272
"TAS1R2",1,2.29257127204051e-43,0.0243003493315123,0.00681288090135831
"AC010872.1",1,2.29396947756016e-43,0.0243003493315123,0.0407377470538741
"APOC4-APOC2",1,2.30204466086835e-43,0.0243003493315123,0.0546102507127327
"DPPA3P3",1,2.30759568233394e-43,0.0243003493315123,0.056784988038953
"AP004247.2",1,2.30766951754615e-43,0.0486006986630247,0.0883501054635698
"PFN1P11",1,2.31915053469375e-43,0.0243003493315123,0.0229250807444269
"KDM4F",1,2.32036646133028e-43,0.0486006986630247,0.0136257618027166
"AC044802.1",1,2.32408229811039e-43,0.0486006986630247,0.108808631012137
"MGAT4EP",1,2.33920694269797e-43,0.0486006986630247,0.0872963588185734
"HMGB3P13",1,2.36044024525931e-43,0.0243003493315123,0.0445122412482611
"AC114812.1",1,2.37790688987785e-43,0.0243003493315123,0.277574471985958
"AC020915.3",1,2.39737348632686e-43,0.0243003493315123,0.0356166426883556
"AC022239.4",1,2.41546892978238e-43,0.141452445847331,0.040895588128989
"AC009053.2",1,2.42442728617132e-43,0.107787149699068,0.158983334331062
"RHOXF1P3",1,2.42526163670592e-43,0.0486006986630247,0.0968203015775364
"AC099654.6",1,2.44305344060409e-43,0.0243003493315123,0.0499574146061039
"HSPA8P7",1,2.44997401472243e-43,0.0399518341745075,0.141291141509473
"AL138688.1",1,2.46730756909568e-43,0.0243003493315123,0.168776506615902
"AC137834.1",1,2.4715151020656e-43,0.0399518341745075,0.0491449778815498
"RPL6P30",1,2.50353388442778e-43,0.072901047994537,0.0368461684727484
"SLC45A2",1,2.51592629137426e-43,0.0486006986630247,0.304679314174333
"AC100784.1",1,2.5162244997336e-43,0.0243003493315123,0.0395000384213498
"RPL23AP86",1,2.55085154947484e-43,0.0243003493315123,0.249399874762701
"AC099328.1",1,2.56114240617257e-43,0.0243003493315123,0.270390316521234
"AC027250.1",1,2.56690207131385e-43,0.0243003493315123,0.00787408915686269
"AC016396.2",1,2.58158705961421e-43,0.0243003493315123,0.235752879208942
"LINC00703",1,2.58580675312897e-43,0.0486006986630247,0.129491376908334
"STRA6",1,2.59283719861859e-43,0.0243003493315123,0.259592643905031
"AC004381.2",1,2.59610889957416e-43,0.0399518341745075,0.0135611475942144
"PHBP13",1,2.59911761389875e-43,0.0243003493315123,0.0103075398829641
"ELF2P3",1,2.61070433647676e-43,0.0486006986630247,0.171558965298016
"AL391497.1",1,2.61889252963004e-43,0.0243003493315123,0.00338314644324909
"CHIAP2",1,2.62825030928196e-43,0.0243003493315123,0.0965695839189916
"CFL1P7",1,2.65805215146045e-43,0.0243003493315123,0
"AC021006.2",1,2.6612067418581e-43,0.0243003493315123,0
"AC005394.1",1,2.68822658699837e-43,0.0799036683490151,0.0496723485614462
"GSG1",1,2.6952643652297e-43,0.0243003493315123,0.185643395201804
"AC010336.4",1,2.71009999223796e-43,0.0243003493315123,0.157803641767375
"RGPD4-AS1",1,2.73486493210667e-43,0.0243003493315123,0.282151786478621
"RN7SL34P",1,2.75141734840531e-43,0.0486006986630247,0.0291265451622039
"HES2",1,2.75257609834024e-43,0.0243003493315123,0.339409808408932
"FREM2",1,2.75610340787028e-43,0.0243003493315123,0.557090552821565
"AC067940.1",1,2.7802303720885e-43,0.0243003493315123,0
"AP001625.1",1,2.81972981268035e-43,0.0243003493315123,0
"AC027279.1",1,2.82791141776938e-43,0.543162511061987,0.505606698059098
"SIRPD",1,2.83010010510049e-43,0.29713970339787,0.367765861610642
"GAL3ST1",1,2.83583161274857e-43,0.0642521835060199,0.141064944896904
"AC109811.1",1,2.83777456296489e-43,0.0243003493315123,0.283681250882786
"AC007923.1",1,2.85715300125531e-43,0.0243003493315123,0.0782429722939921
"IFNA4",1,2.85812315635743e-43,0.0243003493315123,0.00280110902404835
"AC060814.4",1,2.86074754550036e-43,0.0486006986630247,0.0700959187039575
"VN1R21P",1,2.88367473963367e-43,0.0243003493315123,0.0513676593590692
"AC137630.3",1,2.89353037380158e-43,0.0243003493315123,0.00768585289510407
"PTGES",1,2.90162799417788e-43,0.0399518341745075,0.650683354160987
"ISLR2",1,2.91114695527601e-43,0.0399518341745075,0.889075685565136
"AC060780.2",1,2.9198750268037e-43,0.0243003493315123,0
"TVP23BP2",1,2.96263133142449e-43,0.072901047994537,0.0550752210747019
"OR8V1P",1,2.98803609921144e-43,0.0243003493315123,0
"AF038458.2",1,2.99704490489874e-43,0.0243003493315123,0.0496239137497465
"AP003396.2",1,3.0080428897381e-43,0.0486006986630247,0.0605712967039993
"RETNLB",1,3.0140500051238e-43,0.072901047994537,0.113485477540355
"COX6B1P1",1,3.05816015619974e-43,0.0486006986630247,0.00918738971227705
"ATP5J2LP",1,3.07351132621498e-43,0.0243003493315123,0
"FAM213AP1",1,3.07930416618295e-43,0.0243003493315123,0.0696124205253105
"AL035045.1",1,3.09073812189834e-43,0.107810942577609,0.0229250807444269
"RPL37P4",1,3.12613670150701e-43,0.0243003493315123,0
"AL589826.1",1,3.15411692862959e-43,0.0399518341745075,0.0121837625625309
"AL117381.1",1,3.19221488190637e-43,0.0486006986630247,0.0357915254018618
"LUZP4P1",1,3.19415365579336e-43,0.072901047994537,0.0104250983448013
"AL353729.2",1,3.21175790901245e-43,0.0486006986630247,0
"CDCA4P4",1,3.22151780960006e-43,0.421473190538758,0.0871016525244895
"AC074051.2",1,3.22801136946229e-43,0.0243003493315123,0.017939438513831
"OR10A2",1,3.27395075512119e-43,0.0243003493315123,0.0294847409238317
"AC027141.1",1,3.28864387990476e-43,0.0399518341745075,0.163483634849044
"CCNHP1",1,3.30481337975629e-43,0.0486006986630247,0.0917003229777076
"AL442128.2",1,3.36651312030585e-43,0.0593276827610679,0.303949987871149
"GDF6",1,3.40719198526647e-43,0.0243003493315123,0.270235762182085
"AC083801.2",1,3.45991583421024e-43,0.0243003493315123,0.0735387654034683
"VPS37D",1,3.46086506033889e-43,0.0243003493315123,0.126385063816686
"AL359555.1",1,3.48079774294365e-43,0.0799036683490151,0.042931838089093
"AC106782.5",1,3.55558279679517e-43,0.0243003493315123,0
"SLC35F1",1,3.58061841446286e-43,0.0243003493315123,0.0822019122284815
"AP001180.1",1,3.59417738629631e-43,0.0486006986630247,0.203572356177607
"AP001885.1",1,3.62290978761735e-43,0.0243003493315123,0.0275187756005654
"IDI2-AS1",1,3.65675936515359e-43,0.0243003493315123,0.18001879834418
"TRAV5",1,3.66412342783155e-43,0.0399518341745075,0.014075282812259
"AC005517.1",1,3.66500010949493e-43,0.0399518341745075,0.0318013964629215
"KLF2P3",1,3.67669694611806e-43,0.0243003493315123,0.0241650688907985
"AL138709.1",1,3.754955891948e-43,0.0243003493315123,0.149467162317786
"ATP5J2-PTCD1",1,3.7857244328627e-43,0.0399518341745075,0
"BTF3P4",1,3.78582184304545e-43,0.0399518341745075,0.203544901793931
"AC253536.3",1,3.79313918591865e-43,0.0486006986630247,0
"AC103843.1",1,3.79839118299426e-43,0.0799036683490151,0.0188496088731292
"AP002982.1",1,3.8035229302951e-43,0.0674623316352419,0.326532901714878
"AC092718.8",1,3.8962110892807e-43,0.0486006986630247,0.101589564174267
"TRIM60P15",1,3.93260560632806e-43,0.0972013973260493,0.00459369485613852
"LINC01677",1,3.97256834569729e-43,0.0243003493315123,0.0942337278576798
"VPS35P1",1,4.00876421200244e-43,0.0399518341745075,0.153255552671116
"AC007823.1",1,4.05281588317141e-43,0.0399518341745075,0.0756510675207119
"DEC1",1,4.06025806815037e-43,0.0243003493315123,NA
"AC025627.1",1,4.07627752023401e-43,0.0243003493315123,0.0724246953768926
"AC087645.4",1,4.11194819109076e-43,0.0799036683490151,0.181852453761565
"GAPDHP71",1,4.21217872716805e-43,0.0399518341745075,0.160640719130408
"AC104117.2",1,4.21564364571399e-43,0.0642521835060199,0.0198251921906363
"HS3ST6",1,4.21867163124934e-43,0.0399518341745075,0.139798467238178
"AL603839.1",1,4.22795312296307e-43,0.0399518341745075,0.0246184904566655
"IRX5",1,4.27815213216825e-43,0.0799036683490151,0.309157713184468
"CHP2",1,4.30174690241388e-43,0.0799036683490151,0.131673830690308
"AC126544.2",1,4.33871258056634e-43,0.144155851855035,0.00500580753767291
"CTBP1-AS",1,4.35301260966464e-43,0.0486006986630247,0.211462840562515
"AL356859.1",1,4.40150635155163e-43,0.0243003493315123,0.00583140348866279
"HTR5A",1,4.44082715164753e-43,0.0243003493315123,0.153841576818347
"AL807761.4",1,4.44461235203121e-43,0.0243003493315123,0.148716366774358
"AC008403.2",1,4.49429515053241e-43,0.0399518341745075,0.00686410731378322
"MAGOH2P",1,4.50257413636761e-43,0.0399518341745075,0.0540535587625944
"RPS7P3",1,4.56158813155493e-43,0.11444441852902,0.374864421128182
"RSPH10B",1,4.62463722982177e-43,0.0399518341745075,0.392030075158439
"CU638689.5",1,4.62593886266612e-43,0.0399518341745075,0
"SLAMF9",1,4.70665813311803e-43,0.0243003493315123,0.174670844012505
"CRISP2",1,4.71039208973946e-43,0.0399518341745075,0.172002905541744
"PNCK",1,4.76168740203459e-43,0.138703727817032,0.0993324295205079
"AC018529.1",1,4.86709589257579e-43,0.0642521835060199,0
"CU459211.1",1,5.06550764132249e-43,0.0764739331350349,0.0275532175209432
"SP8",1,5.10599455756565e-43,0.0486006986630247,0.354877319547727
"RPS4XP12",1,5.26863674139194e-43,0.0243003493315123,0.148817646043311
"C2orf15",1,5.2899002074156e-43,0.41767186766507,1.02665269890921
"CORT",1,5.32392214716923e-43,0.0399518341745075,0.0790225317444505
"SNHG18",1,5.72104653421843e-43,0.0399518341745075,0.350202637344283
"AARD",1,5.77406523263866e-43,0.0399518341745075,0.228897803096925
"GPR37L1",1,5.80756204995051e-43,0.0243003493315123,0.275021252243889
"RND1",1,5.9490278561212e-43,0.15980733669803,1.01413900727794
"TGFBR3L",1,6.16507780333136e-43,0.0399518341745075,0.199196852295502
"AC079416.3",1,6.32598306530376e-43,0.133389266108153,0
"ENDOU",1,6.37472599138143e-43,0.0399518341745075,0.215498037107819
"CU639417.2",1,6.46588367861202e-43,3.76876846822325,1.9186231068657
"MROH2B",1,6.70284576402856e-43,0.0243003493315123,0.0286966011760148
"AC108673.1",1,7.13472356376657e-43,0.0399518341745075,0.0579723239078342
"IDO2",1,7.72356187946032e-43,0.0399518341745075,0.314192889677927
"OR11H4",1,8.09528514930422e-43,0.0486006986630247,0.0252464726798635
"AC020907.5",1,8.11025488212278e-43,0.168278639342092,0.00459369485613852
"RN7SL614P",1,8.13042689423354e-43,0.0243003493315123,0
"HSF4",1,8.32682604642655e-43,0.728219056365824,0.291140883279006
"AC020604.1",1,8.72079899172858e-43,0.138488823736522,0.00672998668862473
"AC027682.1",1,9.17143049961121e-43,0.181009237294983,0.0164743330454046
"RN7SL430P",1,9.18894016251188e-43,0.0243003493315123,0
"AC092115.3",1,1.02837864591382e-42,0.0384116312338014,0.0131818014860738
"ABCA4",1,1.10662980698015e-42,0.0399518341745075,0.437207114518587
"ZP1",1,1.15950805884564e-42,0.107787149699068,0.0325036269821006
"AF254983.1",1,1.31553142793977e-42,0.0399518341745075,0.0197688670975619
"SLC35F3",1,1.41774104306737e-42,3.7575320284735,0.516263350377328
"LRRC14B",1,1.45266185385228e-42,0.107593360677074,0.0494473964347735
"LINC02367",1,1.69001853983729e-42,0.22868287370959,0.168830777012043
"FAT2",1,1.85373813840073e-42,0.225225976097036,2.89121171171083
"SLFNL1-AS1",1,1.88077373932415e-42,1.8001367438059,0.354495757701322
"AC100827.4",1,1.97029108606128e-42,0.155615993138454,0.0393182103112797
"CHCHD3P3",1,2.18195576602823e-42,0.333645700356375,0.327940650559437
"AC092068.3",1,2.27272174964115e-42,5.41873717691517,0.191287753252644
"AC090519.1",1,2.40700044996805e-42,0.0978563355282484,0.0196077631683385
"LINC02288",1,2.47362052878355e-42,0.120186789002943,0.20729760319674
"HMGB1P21",1,2.50089434606157e-42,3.61544618298804,0.203159131320121
"NXPE1",1,2.74143942640392e-42,0.0243003493315123,0.188155296117137
"KIZ-AS1",1,2.75689288230117e-42,0.137239594259097,0.347796366599261
"AC006538.3",1,2.84754460709238e-42,0.35816198641168,0.0295483621235411
"SLC4A3",1,3.04352831971148e-42,13.4287326035145,0.475894907036236
"RPL7P7",1,3.1376306906332e-42,0.272880100132007,0.277825083839306
"AC106820.2",1,3.30293224261494e-42,0.120186789002943,0.116251961554512
"AC103810.1",1,3.48353540773992e-42,0.294860403745884,0.0126874318667558
"ZNF101P2",1,3.66170271182844e-42,0.689137057932067,0.125795144836284
"ZIC1",1,3.79368822298049e-42,0.146389450186578,0.41998317948555
"RUFY4",1,4.41313127471007e-42,4.51193026037116,0.507561575297162
"AC011816.2",1,4.50420033698416e-42,0.106713059861533,0
"AC008870.2",1,4.86690501296862e-42,0.0958864396714307,0.0622589145264255
"SKIDA1",1,4.88780207417595e-42,0.161784929556838,1.26698568972535
"AC011498.6",1,4.99529303174019e-42,0.0958864396714307,0.0943999958917122
"AC007038.2",1,5.44019043386738e-42,0.242546914348823,0.155107188586647
"WFIKKN1",1,5.98460774389967e-42,0.0958864396714307,1.10711624424028
"HMHB1",1,6.119004980626e-42,0.100584468423519,0.0854644576022523
"SFR1P1",1,6.65987521649472e-42,0.197065629522213,0.0124018507532337
"AC011466.4",1,7.779444495039e-42,0.13594660461491,0.0880276072156336
"AL133330.1",1,9.69809838804317e-42,0.102933995314985,0.144235441662213
"AC132938.6",1,1.02978065087196e-41,1.6584296755034,0.41497776833908
"LINC01176",1,1.0995930438355e-41,1.83473475370248,0.384570991443182
"RN7SL760P",1,1.31374964458424e-41,0.254943385081529,0.0203326963274723
"AC005838.2",1,1.33802310548845e-41,0.134613343193829,0
"AL157400.3",1,1.3428820572755e-41,0.0572383016691644,0.0342175558137725
"ANKRD20A4",1,1.37279367253383e-41,0.35420517263009,0.812975286953527
"NME1-NME2",1,1.41020012787293e-41,0.201881363989593,0.329469040188055
"AC004918.1",1,1.91489396961566e-41,0.292666126193133,0.187245916640699
"EPHA2",1,1.93906730453005e-41,14.7589978396282,1.8679839221351
"AL157786.1",1,2.12526069049725e-41,0.147079256310216,0.176564498659797
"AL592211.1",1,2.19326115183279e-41,0.150846388484086,0.0224196184934232
"RN7SKP90",1,2.46252252383976e-41,0.252966954688372,0.0507651678704007
"EYS",1,2.46757901316074e-41,0.0608709773847545,0.555339751372339
"SYCP2L",1,2.54879104558976e-41,5.57212048285873,1.03675409366217
"AC053513.1",1,2.59927163898377e-41,0.366233250058572,0.0059568190511494
"AC078795.2",1,2.64582608159603e-41,0.254268707621242,0.0793036072921405
"TMEM119",1,2.82965340590707e-41,0.184844550000771,0.280882660727704
"AL355336.1",1,2.9382813815419e-41,0.813022531712266,0.112489387159716
"LYPD1",1,3.50987837922352e-41,0.251773631824149,0.179679417766007
"AC096586.1",1,4.46032538972802e-41,0.0365706280532422,0.117338138436297
"SLC5A12",1,4.70864607070887e-41,0.116190142555861,0.787083810454924
"AC139700.1",1,4.8233091925591e-41,0.182629125924264,0.0795629694122585
"AL355353.1",1,5.03677463141685e-41,0.246712986617352,0.0158388883587115
"CSPG4",1,5.41803719858732e-41,0.376603776614755,0.524049995768869
"C1orf53",1,6.78383645421971e-41,0.0682667315047503,0.0684160848523328
"TAS2R15P",1,7.35293857609448e-41,0.260505915082354,0.136067985685469
"AC018630.2",1,7.49726861503431e-41,0.640388184105003,0.0740649239866462
"AC018754.1",1,8.48516720859525e-41,0.187439034511217,0.19788164636485
"HRC",1,8.74247047631696e-41,0.149808877841191,0.857662366099363
"PTPN5",1,1.0194334093032e-40,0.137080858134701,0.319811014934798
"AC100756.2",1,1.06271088970946e-40,0.0572383016691644,0
"PTOV1-AS2",1,1.13298997126657e-40,2.18235436469884,0.232188067149201
"AC092068.2",1,1.15980688885474e-40,1.63967456337774,0.0374894403414371
"AC037459.2",1,1.16155687765345e-40,0.767157734420109,0.337846917763567
"AC019227.1",1,1.16255717778141e-40,0.146307401086577,0.0776471952725466
"AC133644.1",1,1.16343990066681e-40,0.16771142531711,0.0930243136141537
"HSPE1P13",1,1.18767655455907e-40,0.144321583444511,0
"EEF1A1P3",1,1.23103792019973e-40,0.845656106759227,0.159237013278863
"AC159540.2",1,1.24740558552712e-40,0.280126176282607,0.0283233786475287
"ADAM33",1,1.28728857452888e-40,2.66676095768778,0.141795517440708
"AC009163.4",1,1.30076034228613e-40,0.103666198215701,0.0484041844812337
"FAM186B",1,1.45433285186027e-40,0.168332266144959,0.308005874030412
"KCNK10",1,1.4546356064191e-40,11.9148729713323,1.00912785764427
"AC099343.2",1,1.63891149806803e-40,0.166826425942489,0.189527758482593
"RTEL1-TNFRSF6B",1,1.71382539673086e-40,1.246409051685,0.31602675969092
"AP001627.1",1,1.82398858701197e-40,0.0365706280532422,0.604119106026428
"KCTD19",1,1.86616411334784e-40,4.24136161471729,0.341219481034412
"GYG1P1",1,1.87730423567639e-40,0.170371611398096,0.151946781809208
"AC146507.2",1,2.04638238487525e-40,0.198708388180723,0.125987248284496
"AP001029.2",1,2.1414568972159e-40,0.126536147021472,0.497983614770689
"AL669942.1",1,2.29446882343978e-40,0.51678573368707,0.456980028142401
"PCDHGB6",1,2.43584376966966e-40,0.139424642278386,0.440777938984521
"AL132656.1",1,2.44800817101765e-40,0.516995974533686,0.103942724013516
"SERPINI2",1,2.51591166997351e-40,1.27325590134532,0.13120224589541
"SCN9A",1,2.56238377338422e-40,45.1267726072023,2.25016906139706
"EVC2",1,2.62989421217492e-40,4.13763694622314,0.876052302785778
"PCDHGC5",1,2.67582326063915e-40,0.31933785300947,0.108576856866719
"AC108704.2",1,2.96950414542265e-40,6.13148134965559,0.147423321673272
"GPR52",1,3.18341196163165e-40,1.71227141741984,0.046275224808869
"LINC02298",1,3.47259421747658e-40,0.20243189064956,0.00814812913564868
"RPS15AP6",1,3.69075218115221e-40,0.20936310390335,0
"SNORA63C",1,4.28233143606469e-40,0.472897016100035,0.00347949354217829
"AC019181.1",1,4.44437045997089e-40,0.112848092807884,0
"UTS2B",1,4.67428857203509e-40,0.384972824780636,0.132155004764091
"OR52T1P",1,4.95812671140086e-40,0.214287328663749,0.0119167831015821
"HNRNPA1P28",1,5.33951431247816e-40,0.0682667315047503,0.299992016153095
"SERPINA7",1,5.71115282412726e-40,0.280923193671992,0.361718126959354
"RHPN1",1,5.91501479654037e-40,3.28593241763025,0.650783337822139
"USP6",1,6.9443436790802e-40,1.94762288650354,0.989921056200693
"AC090181.3",1,7.23911525132593e-40,0.259722722662563,0.16750248733491
"GPR173",1,7.31960082154761e-40,0.799292626409247,0.275747309974196
"ADGRB3",1,7.81738028107861e-40,1.16953561406476,0.425372357723436
"TTC24",1,8.27814006973524e-40,11.3480937868034,1.40309942660823
"PAPLN",1,8.41041464405461e-40,17.6707304650869,0.423132705467851
"CYP2D8P",1,8.48355970441697e-40,0.438994749075292,0.0409675569634081
"AP003969.2",1,8.94223000870276e-40,0.0898669151264201,0.327557597182725
"AC007663.2",1,1.01403468295419e-39,0.182705496611162,0.375034679170262
"AC144548.1",1,1.02513113488231e-39,0.109744398546241,0.282021482921936
"AL359752.1",1,1.06920377040808e-39,0.50635922033243,0.233025558417978
"AP005212.5",1,1.06927584770696e-39,0.457622463814931,0.0910433575227878
"AC087388.1",1,1.11442002913754e-39,0.799370005663072,0.0600352440914554
"AC115618.3",1,1.27590301282525e-39,0.0730356310332919,0.268334506018472
"AC020910.4",1,1.4390822320636e-39,0.0730356310332919,0.0621064080373116
"AC009831.4",1,1.50974704405381e-39,0.089119960135533,0.027098845082483
"TAS2R19",1,1.51747393919487e-39,0.24379168587075,0.123542464567419
"SNORA84",1,1.54757873442927e-39,0.0965304082803124,0.00972819273837886
"AC005307.1",1,1.5739780149534e-39,0.0767952787441709,0.00787408915686269
"SCNN1B",1,1.5740074307668e-39,0.177267494505687,1.16092577839032
"SMARCE1P6",1,1.63235364868633e-39,0.710326444956334,0.261644120643104
"HSFX2",1,1.74125305628897e-39,0.0965304082803124,0
"LINC02099",1,1.7866048763435e-39,0.258552451205267,0.416426733092066
"GPR84",1,1.91428947644414e-39,0.187083440910837,0.656178511342011
"PITRM1-AS1",1,2.05905093561763e-39,0.271309745645114,0.315532636952714
"CPLX1",1,2.11786775921218e-39,0.382598213210837,0.966438388565287
"AC008537.3",1,2.20407292088339e-39,0.071051875014581,0.184704420067425
"KREMEN2",1,2.46082951875641e-39,0.19745604457062,0.132478808105851
"TAS2R46",1,2.58583655683447e-39,0.297700671178466,0.0299227241449663
"AL445673.1",1,2.6848824805533e-39,0.278799048529198,0.0195392791817712
"AC091057.3",1,2.94735862574899e-39,0.103409131712682,0.0977764861240587
"COX6CP17",1,3.0347150830263e-39,0.27422637086206,0.00280110902404835
"AC019163.1",1,3.07129808526483e-39,0.332075739968655,0.225687228399819
"SYT14",1,3.07597222098438e-39,0.134072036491579,0.988274820775824
"TEN1-CDK3",1,3.20090936201409e-39,0.598619029652303,0.548804819238663
"ADAMTS13",1,3.2548975400462e-39,0.460088619365077,0.248961127285073
"AC027338.1",1,3.32634108484816e-39,0.108971221104344,0
"AC087854.1",1,3.7291976746199e-39,0.120320779389354,0.0603385061824615
"AC092171.5",1,3.92780825363854e-39,0.208845178312375,0.133945308320526
"KIAA1614",1,3.95555963246459e-39,0.234603811127027,1.28593464677345
"Z97180.1",1,4.7923120300612e-39,0.108971221104344,0.0830557296072988
"MTCO1P11",1,4.81708505018079e-39,1.25139350130818,0.0240434328799976
"GABRR2",1,4.93280714795926e-39,0.7416404776857,0.0757316810612703
"OR3A3",1,5.0406405527417e-39,0.0885477434763717,0.261018349905839
"C16orf89",1,5.45596473287773e-39,0.116774307514544,0.184756892342006
"PLXNB1",1,5.49964983371523e-39,0.497343402714135,1.21106609700759
"AC009086.3",1,5.69279009870874e-39,0.0984074875797125,0.576020073425683
"LRP4",1,5.78812306217162e-39,0.186795088658288,0.438592086614723
"TMEM161A",1,5.81794811164347e-39,1.69050597415419,0.799674090421164
"AC092117.2",1,5.83746227970161e-39,3.68776584996847,0.0286675221454045
"AC016586.1",1,5.92390201023443e-39,0.15821756476234,0
"F10",1,6.04694430068239e-39,0.283471852514415,0.470084008577801
"C2orf91",1,6.37955454948502e-39,0.0885477434763717,0.54423652399345
"CYP46A1",1,6.40042699959837e-39,11.1184010081514,0.761822315891537
"MCOLN2",1,6.42266223625054e-39,12.75693570599,1.40932195143203
"PHKA2-AS1",1,7.4977548782733e-39,0.37891045454896,0.00187335067396638
"AC055822.1",1,7.99142752427171e-39,0.174050224998946,0.0486105836311435
"WISP2",1,7.99585247417336e-39,0.22563493516537,0.361317167858303
"AC135050.3",1,8.2212289804365e-39,0.107068921278296,0.033264903691756
"MIR4432HG",1,8.39118310565645e-39,1.26984162562905,0.0864340721278424
"AC026202.3",1,8.45875831622672e-39,0.394207041687144,0.127765506298218
"AC084783.1",1,8.50636407000904e-39,0.328889019998973,0.0229250807444269
"AC008895.1",1,9.23596832305251e-39,0.385320994622238,0.362908939813448
"NCAPD2P1",1,9.52238240624979e-39,0.221069350211488,0.360445214479665
"ADCY10P1",1,9.54456960306e-39,1.25646517040773,0.779966223028171
"IZUMO1",1,9.60065424350535e-39,0.103131803816864,0.0930499800407224
"TAS2R13",1,1.03384037902828e-38,0.841165632798357,0.00111381852177018
"CEND1",1,1.03394588416791e-38,0.116774307514544,0.282175242769895
"ANKRD10-IT1",1,1.04581091053231e-38,0.317390833335653,0.0357689086763249
"AC026150.1",1,1.04755166540993e-38,0.115630881341697,0.116725593333912
"FAAH",1,1.10505992482479e-38,6.75105850397318,0.482671674603075
"FHOD3",1,1.28737941482812e-38,0.234140696659267,0.273824506466368
