,Intrinsic,Extrinsic
FOXCUT,NA,NA
HPVC1,0.629580266,0.370419734
LINC00628,1.96E-06,0.999998043
CTBP1-AS,1,4.35E-43
AL353658.2,5.66E-07,0.999999434
LINC01163,1,4.37E-35
AC004808.1,0.803461133,0.196538867
TTTY3B,NA,NA
MIR3653,NA,NA
RPS4Y2,0.008426142,0.991573858
LINC00581,NA,NA
AL121956.5,NA,NA
CCAT2,0.085971263,0.914028737
LINC00921,0.459286939,0.540713061
AC004808.2,NA,NA
snoR1,NA,NA
AC092574.2,0.8445267,0.1554733
AL078581.3,NA,NA
N4BP2L2-IT2,1,3.48E-15
AC104662.2,NA,NA
AC005154.6,0.262611235,0.737388765
DUX4L6,NA,NA
AC073476.4,NA,NA
AC135068.6,NA,NA
AL606763.1,0.312262385,0.687737615
LINC01395,NA,NA
AC105749.1,0.999999589,4.11E-07
TRG-AS1,0.529548606,0.470451394
LINC00282,0.781941849,0.218058151
AL355480.2,NA,NA
AC135068.7,NA,NA
AC006355.2,NA,NA
PTENP1-AS,1,4.46E-29
SCHLAP1,0.906814537,0.093185463
AL355480.3,NA,NA
MIR3651,NA,NA
AC018358.1,0.873503962,0.126496038
AC005035.1,1,1.23E-10
AL355390.2,NA,NA
AC135068.8,NA,NA
FP236383.3,0.71370226,0.28629774
NPTN-IT1,1,4.79E-10
LINC00706,NA,NA
GHET1,0.979206764,0.020793236
AC007878.1,1,1.00E-18
LINC00934,1,7.48E-25
LINC01097,1,1.67E-43
SLFNL1-AS1,1,1.88E-42
LINC00254,NA,NA
AL132640.3,NA,NA
LINC02536,NA,NA
SALRNA3,0.026999106,0.973000894
AC068724.3,NA,NA
SNORA50,NA,NA
LINC01338,NA,NA
AC018645.3,0.999999999,1.42E-09
AC024941.2,0.746768035,0.253231965
HELLPAR,0.700911472,0.299088528
NF1P9,NA,NA
AC120114.5,0.58407096,0.41592904
ARRDC3-AS1,0.239021714,0.760978286
RASSF1-AS1,0.182384773,0.817615227
AL049541.1,0.727845796,0.272154204
AC093826.2,NA,NA
INE2,1,2.09E-58
ABALON,0.574209333,0.425790667
SEPT14P19,NA,NA
FP671120.4,0.167166181,0.832833819
AP003500.1,NA,NA
LINC00506,1,7.61E-56
SNHG4,0.001103846,0.998896154
LINC01176,1,1.10E-41
BLACAT1,1,1.77E-43
AP001052.1,NA,NA
MIR548BB,NA,NA
PANDAR,0.000690258,0.999309742
TGFB2-OT1,NA,NA
AL049541.2,NA,NA
AC006504.8,0.995779595,0.004220405
AC019226.1,1,3.37E-19
LINC01955,NA,NA
CICP14,1,1.17E-43
DNAJB5-AS1,NA,NA
AC104662.3,0.309637824,0.690362176
AC004461.2,0.997238812,0.002761188
AC254562.3,0.800325109,0.199674891
LINC00895,0.004048678,0.995951322
AC135068.9,NA,NA
LSINCT5,0.872253816,0.127746184
AL157778.1,0.033083261,0.966916739
AC241585.3,5.17E-05,0.99994832
DBET,0.921700879,0.078299121
AC006978.2,0.149049554,0.850950446
AC109471.3,NA,NA
AL365214.3,NA,NA
DUX4L3,NA,NA
SAMD12-AS1,1,1.14E-133
EBLN3P,0.999704745,0.000295255
DUX4L7,NA,NA
AP000851.2,0.94616751,0.05383249
LINC00976,0.942556664,0.057443336
LINC00538,0.008215666,0.991784334
RBM5-AS1,1,2.63E-27
PACRG-AS1,0.988013149,0.011986851
MIR664A,NA,NA
LINC01012,1,8.33E-21
ERC2-IT1,0.080477455,0.919522545
DUX4L8,0.035887736,0.964112264
AL158064.1,0.14088901,0.85911099
AC110079.2,0.33342239,0.66657761
Z84468.1,0.296864096,0.703135904
AC241377.3,0.755610508,0.244389492
C2-AS1,0.935820633,0.064179367
LINC01230,0.999999961,3.88E-08
AC019226.2,NA,NA
LINC00550,0.000983147,0.999016853
snoZ196,NA,NA
AL499606.1,NA,NA
AL355480.4,NA,NA
HCP5B,0.110813522,0.889186478
LINC00602,0.033305944,0.966694056
MIR1291,NA,NA
AL732314.6,NA,NA
LINC00891,0.6209727,0.3790273
AC106017.2,0.947449165,0.052550835
PAUPAR,1,9.68E-34
SPRY4-IT1,0.654802103,0.345197897
AL512506.3,0.924661116,0.075338884
GIMAP1-GIMAP5,1,6.67E-16
AC018638.8,NA,NA
AL359736.3,0.962786611,0.037213389
LINC02246,0.182044874,0.817955126
AC233263.6,NA,NA
AC100757.4,NA,NA
LINC01144,0.37871394,0.62128606
AC007389.5,0.556684022,0.443315978
Z98044.1,0.138552461,0.861447539
AC026398.1,0.095138152,0.904861848
AC073488.2,1.77E-07,0.999999823
AC073488.3,0.945313951,0.054686049
AC245427.3,NA,NA
AF067845.4,NA,NA
AL592158.1,1,8.40E-44
AC025268.1,0.009035056,0.990964944
AC245369.4,1,4.98E-77
TMEM265,NA,NA
AP000357.2,0.877878068,0.122121932
AC100810.3,0.99959736,0.00040264
AC006581.2,0.526404483,0.473595517
AL009031.1,0.520676007,0.479323993
AC074387.1,1,3.08E-44
AC106886.5,1,5.84E-21
Z82244.1,0.364285434,0.635714566
AL591742.2,0.050374533,0.949625467
AC010507.1,0.144827106,0.855172894
AC092807.3,0.275154786,0.724845214
CICP19,NA,NA
AC006511.4,NA,NA
IGHD3OR15-3B,NA,NA
AL160408.6,0.879171199,0.120828801
AC091046.3,1,2.95E-10
AL137793.2,NA,NA
AL592430.2,NA,NA
AC244226.1,0.915616584,0.084383416
AC245427.4,NA,NA
OR4G3P,NA,NA
AC245187.2,0.824659751,0.175340249
AL137798.2,NA,NA
AF067845.5,1,2.47E-62
PEG13,1,2.38E-11
AC245427.5,NA,NA
AC007993.3,0.953101131,0.046898869
AC233280.19,NA,NA
AL132671.2,NA,NA
AC119427.1,0.811191646,0.188808354
AC073488.4,NA,NA
AL157392.5,NA,NA
AL450990.1,0.006689742,0.993310258
IGHD2OR15-2B,NA,NA
CYP3A51P,NA,NA
AC058822.1,NA,NA
AC073488.5,NA,NA
AC073488.6,0.9469862,0.0530138
CYP3A7-CYP3A51P,NA,NA
AC140479.5,0.39919151,0.60080849
AC073488.7,0.961528736,0.038471264
AL121594.5,1,2.65E-83
AL451007.2,1,3.17E-44
AC245427.6,NA,NA
MTND1P7,0.655211469,0.344788531
AC134503.1,NA,NA
AC010507.2,NA,NA
AC073488.8,NA,NA
AC100797.4,NA,NA
AC104073.4,NA,NA
AL358472.4,1.92E-10,1
AL392083.1,0.729651814,0.270348186
AC016588.2,0.995806076,0.004193924
AL109920.1,NA,NA
AL133461.1,NA,NA
AC092299.1,4.16E-07,0.999999584
AC092811.2,1,4.89E-19
TEX13D,0.606659105,0.393340895
AC245427.7,NA,NA
AC245427.8,NA,NA
AL356095.3,NA,NA
AC074099.1,7.11E-07,0.999999289
WASH5P,0.252920676,0.747079324
AL109837.2,NA,NA
TRBV25-1,0.657623462,0.342376538
AC073488.9,0.833511688,0.166488312
FKBP1AP4,NA,NA
LINC01002,0.186811045,0.813188955
CLUHP10,NA,NA
IGHD3OR15-3A,NA,NA
AC110491.3,NA,NA
AC092192.1,NA,NA
AC008993.1,0.999360102,0.000639898
AC068733.3,NA,NA
AL133516.1,NA,NA
AC215522.2,0.999581119,0.000418881
FAM138F,NA,NA
IGHD2OR15-2A,NA,NA
AC245369.7,1,1.99E-43
Z82244.2,NA,NA
ADORA3,1,6.07E-12
AL121594.6,NA,NA
AC247036.4,5.23E-10,0.999999999
AC247036.6,0.364285389,0.635714611
AC073488.10,NA,NA
AC245519.2,NA,NA
AC129915.3,0.925413836,0.074586164
AC073488.11,NA,NA
AC104333.4,NA,NA
PGR-AS1,2.50E-137,1
AC073539.7,NA,NA
AC243829.7,NA,NA
AL021920.3,NA,NA
AC093323.3,0.243205711,0.756794289
DUXB,1,7.53E-28
AC026950.2,NA,NA
AL358790.1,0.999998771,1.23E-06
AC245427.9,NA,NA
AC140479.6,NA,NA
AL157888.1,NA,NA
AC090164.4,NA,NA
AC008993.2,NA,NA
AL512428.1,NA,NA
AC008993.3,NA,NA
TEX13C,0.846966415,0.153033585
AC000035.1,NA,NA
FRG1CP,0.758435225,0.241564775
AC134772.2,1.13E-05,0.999988654
AC009971.1,0.400915598,0.599084402
AP000787.3,NA,NA
AC068544.1,NA,NA
AC004554.2,0.617409313,0.382590687
FRG2EP,NA,NA
AL590644.3,0.012803756,0.987196244
AL359834.1,0.471844912,0.528155088
RHOXF1P2,NA,NA
BISPR,0.999999761,2.39E-07
AL137790.1,NA,NA
AC093591.3,NA,NA
AC003992.1,NA,NA
AC084035.1,NA,NA
AC012560.1,0.28211039,0.71788961
AL356118.1,0.99993572,6.43E-05
AL157815.1,0.833282363,0.166717637
FRG1DP,0.043553773,0.956446227
C1orf232,6.33E-08,0.999999937
BX322534.1,NA,NA
Z98752.4,1,2.14E-14
AC095038.3,0.856279348,0.143720652
AL136373.1,2.59E-07,0.999999741
AC027045.2,0.395889602,0.604110398
AL627171.2,0.648167405,0.351832595
AL691447.3,0.336345485,0.663654515
AL358215.2,6.55E-07,0.999999345
AC009975.1,0.195431674,0.804568326
DUX4L33,8.47E-07,0.999999153
AL162727.3,0.645230021,0.354769979
AL353651.2,0.843043989,0.156956011
AC107398.4,NA,NA
AL513321.2,0.898585682,0.101414318
Z98883.1,1,1.43E-43
AC007241.1,NA,NA
ABBA01031663.1,NA,NA
AC108724.2,0.144951098,0.855048902
Z83818.2,8.92E-07,0.999999108
AC091769.2,1.26E-06,0.999998743
AP003171.3,1.90E-06,0.9999981
AC107068.2,NA,NA
CFTRP2,NA,NA
AC136428.4,0.010560688,0.989439312
AC010424.3,0.686166863,0.313833137
AC136944.6,NA,NA
RHOXF1P3,1,2.43E-43
ABBA01031661.1,7.06E-138,1
AC004706.4,1,2.04E-34
AC245088.2,0.084506747,0.915493253
AC004784.1,0.946435789,0.053564211
AC140481.3,9.11E-07,0.999999089
AC018558.5,0.012829087,0.987170913
PCMTD1P7,0.314187915,0.685812085
AC063952.4,0.389273116,0.610726884
AC008537.4,0.713132556,0.286867444
AL583852.1,0.880134983,0.119865017
PRNCR1,0.995178597,0.004821403
AC026108.1,0.002863732,0.997136268
AP001005.4,0.844121932,0.155878068
AGGF1P10,0.129366794,0.870633206
AC141257.3,NA,NA
LINC02034,0.796549447,0.203450553
PCBP2-OT1,1,1.87E-54
AC110994.2,0.435831535,0.564168465
AC055839.1,0.247040273,0.752959727
AC099753.1,0.786511783,0.213488217
AP001206.1,1,2.50E-36
AL356737.1,NA,NA
AC215524.1,NA,NA
FRG1EP,0.391771556,0.608228444
AC022021.1,0.2228246,0.7771754
AL162456.1,0.882219304,0.117780696
AC009975.2,0.000603967,0.999396033
AL392046.2,0.364285433,0.635714567
AL450426.1,0.385219419,0.614780581
AC007221.2,NA,NA
CDC27P3,0.191204076,0.808795924
AL589826.2,NA,NA
AL139353.3,3.88E-07,0.999999612
ABBA01031674.1,0.771391276,0.228608724
AC116618.1,1,2.03E-43
AC027045.3,0.894236608,0.105763392
AL139099.5,0.377864167,0.622135833
AC009242.1,0.999964301,3.57E-05
AC022596.2,0.63805487,0.36194513
LINC01988,0.915990891,0.084009109
KLF18,0.727812882,0.272187118
AL669831.6,2.31E-07,0.999999769
AC008038.1,0.813355124,0.186644876
AC097655.1,NA,NA
AL391597.2,0.970048751,0.029951249
AC103703.1,1,9.48E-12
CU459211.1,1,5.07E-43
GTF2IP12,1,1.91E-12
LINC01668,0.948326619,0.051673381
LINC02456,0.000887237,0.999112763
AL390862.1,NA,NA
AC010653.3,1,2.74E-14
AC009234.1,0.852822656,0.147177344
AC215522.3,NA,NA
AC245088.3,0.000328922,0.999671078
AL353759.1,0.995407554,0.004592446
AC133561.5,NA,NA
ABBA01031660.1,7.71E-07,0.999999229
AL161669.4,NA,NA
AL158175.1,0.565036541,0.434963459
SMUG1-AS1,0.822920366,0.177079634
AL157931.2,NA,NA
AC015978.1,NA,NA
AL137077.2,0.220369559,0.779630441
LINC02498,0.925681468,0.074318532
AC026634.1,NA,NA
AC010487.3,NA,NA
CENPVL2,0.794696472,0.205303528
FP565171.1,0.033038903,0.966961097
AL731555.1,3.51E-07,0.999999649
AL159152.1,0.93788143,0.06211857
AL132857.2,3.97E-07,0.999999603
BMS1P21,NA,NA
AC010642.2,0.350493521,0.649506479
AC011451.3,NA,NA
AC141257.4,NA,NA
MGC4859,1,7.43E-26
AC009951.2,NA,NA
RARRES2P11,1.74E-06,0.999998259
AC022726.2,4.25E-06,0.999995747
MIR1297,NA,NA
AC009403.2,0.459064034,0.540935966
AL445984.1,0.062463264,0.937536736
MTND2P41,NA,NA
AC006453.1,0.110829692,0.889170308
AC021753.1,NA,NA
AC183088.2,NA,NA
AC006207.1,0.865374886,0.134625114
AL157832.3,0.290528614,0.709471386
AL049767.1,5.46E-07,0.999999454
AP000550.3,NA,NA
MIR548AU,NA,NA
AC137936.1,3.29E-05,0.99996705
AC068631.2,NA,NA
MIR3120,NA,NA
IQCJ-SCHIP1,1,1.68E-19
AC116353.4,0.91379968,0.08620032
AC068620.4,0.804287302,0.195712698
AC012564.1,NA,NA
MIR665,NA,NA
MIR4521,NA,NA
AL390726.6,1.02E-06,0.999998983
AC012507.4,0.177099998,0.822900002
MIR203B,NA,NA
AL590396.2,0.189852295,0.810147705
AC140479.7,NA,NA
MIR382,NA,NA
hsa-mir-548d-1,NA,NA
AL590396.3,NA,NA
AC007920.2,0.240625599,0.759374401
AC103706.2,NA,NA
BX119927.1,1,5.61E-25
MIR6767,NA,NA
AC116565.2,0.965626896,0.034373104
MIR2052,NA,NA
AC104452.1,1,2.39E-45
MIR1243,NA,NA
AC244452.3,NA,NA
AC006453.2,0.416055444,0.583944556
AC103706.3,NA,NA
AL603764.1,NA,NA
FP565324.1,0.731381037,0.268618963
MIR1206,NA,NA
AC092329.3,NA,NA
AC010149.2,NA,NA
MIR1246,NA,NA
MIR4434,NA,NA
AL353572.3,0.9238549,0.0761451
MIR941-1,NA,NA
MIR1255B1,NA,NA
AC001226.2,1,7.07E-46
AC106858.1,0.939802456,0.060197544
MIR1322,NA,NA
AL773545.4,NA,NA
MIR642B,NA,NA
AC130466.1,1,2.33E-22
AC006453.3,0.449431004,0.550568996
LINC02537,0.443461862,0.556538138
AC068205.1,NA,NA
MIR302F,NA,NA
AC006160.2,0.906752943,0.093247057
AC007218.2,NA,NA
MIR4433A,NA,NA
MIR3199-2,NA,NA
SPRR5,8.80E-07,0.99999912
AC068547.1,0.411917256,0.588082744
AC099654.5,0.008940098,0.991059902
AL138921.3,NA,NA
AL590556.2,NA,NA
AC139493.2,0.005783763,0.994216237
AC074141.1,1,4.31E-33
hsa-mir-550a-1,NA,NA
MIR1245B,NA,NA
AC007529.2,2.20E-30,1
MIR384,NA,NA
MEP1AP1,0.871517117,0.128482883
AC096582.3,1,1.47E-43
AC008687.7,NA,NA
AL022100.2,NA,NA
AP001184.1,NA,NA
AC007491.1,0.364285433,0.635714567
AC242022.1,NA,NA
AL356234.2,0.115449248,0.884550752
FAM237B,2.85E-05,0.999971523
AP001160.5,0.956692742,0.043307258
AC005524.1,1.16E-08,0.999999988
AC244205.2,NA,NA
AC138649.5,NA,NA
MIR4275,NA,NA
MIR3914-2,NA,NA
MIR376C,NA,NA
MIR7978,NA,NA
AC013268.4,0.000321921,0.999678079
AC011460.1,0.966793248,0.033206752
AC093277.1,0.920180693,0.079819307
AC138517.2,0.020208643,0.979791357
MIR524,NA,NA
RN7SK,NA,NA
AP005212.5,1,1.07E-39
MIR4256,NA,NA
AC005841.2,0.943232234,0.056767766
MIR4272,NA,NA
MIR4520-2,NA,NA
AC073869.5,0.162766332,0.837233668
LINC02183,0.823087206,0.176912794
OR5AK4P,NA,NA
AC099654.6,1,2.44E-43
AC017104.4,NA,NA
LINC02357,0.642208927,0.357791073
AL831711.1,0.365544547,0.634455453
MIR103B2,NA,NA
AC019117.3,NA,NA
AL355860.1,0.778207914,0.221792086
MIR6860,NA,NA
MIR6841,NA,NA
AL603764.2,NA,NA
FAM240B,5.57E-08,0.999999944
MIR518D,NA,NA
MIR7977,NA,NA
hsa-mir-4536-1,NA,NA
MIR219B,NA,NA
AC135068.10,NA,NA
AC090582.1,NA,NA
AC093726.3,NA,NA
MIR3119-2,NA,NA
AC068205.2,1,7.47E-33
AC241584.2,1,3.60E-30
MIR4320,NA,NA
AC127502.3,0.954038742,0.045961258
MIR6511B2,NA,NA
AL160396.1,2.04E-09,0.999999998
AL034408.1,1.31E-05,0.999986852
MIR3910-2,NA,NA
AL021368.4,1,8.08E-15
AL392088.2,NA,NA
AC074194.2,0.542149444,0.457850556
Z97988.1,NA,NA
MIR3977,NA,NA
AL592295.3,NA,NA
AL160396.2,0.303895302,0.696104698
MIR451B,NA,NA
AC007603.3,5.92E-07,0.999999408
AC000095.2,0.11455257,0.88544743
Clostridiales-1,NA,NA
FO624990.1,NA,NA
AC087521.4,NA,NA
AC011591.2,NA,NA
AL590396.4,0.914316554,0.085683446
BX088645.1,0.195781768,0.804218232
MIR3688-2,NA,NA
AL807742.1,0.999999936,6.39E-08
AC024614.3,NA,NA
AC108477.1,0.967803362,0.032196638
AL138694.1,1,1.20E-28
MIR4524A,NA,NA
MIR4659B,NA,NA
AC068631.3,1,1.02E-22
AC090952.2,0.94538812,0.05461188
AC068205.3,NA,NA
MIR7515,NA,NA
AC114737.3,4.23E-08,0.999999958
AC004381.2,1,2.60E-43
AL807740.1,NA,NA
AC135068.11,0.82000804,0.17999196
AC087821.2,0.00941709,0.99058291
AC005394.2,0.330302513,0.669697487
AL121759.2,NA,NA
MIR548A1HG,NA,NA
MIR3662,NA,NA
AL590627.2,NA,NA
AC008703.1,1,7.64E-25
AC087280.2,0.15538669,0.84461331
MIR1910,NA,NA
AC024614.4,0.801158203,0.198841797
MIR6874,NA,NA
MIR4278,NA,NA
AF001550.2,NA,NA
LINC02452,0.354593371,0.645406629
AC109462.4,NA,NA
AC233280.20,NA,NA
AC006453.4,0.920738194,0.079261806
CCDC195,0.80673665,0.19326335
MIR1244-3,0.046944324,0.953055676
AC099654.7,0.970968579,0.029031421
AC108750.1,0.85824903,0.14175097
MIR1321,NA,NA
LINC01958,0.524213361,0.475786639
AC113189.6,1,1.57E-25
AL139352.1,NA,NA
MIR499B,NA,NA
AC018688.1,9.69E-09,0.99999999
AC083865.1,1,9.74E-19
AL136985.3,0.878955206,0.121044794
Z99571.1,NA,NA
MIR486-2,NA,NA
AC009950.2,NA,NA
AC244258.1,0.315225149,0.684774851
MIR523,NA,NA
MTND1P37,NA,NA
AC087565.2,0.738037492,0.261962508
AC011139.1,0.999999889,1.11E-07
AC009804.2,2.99E-07,0.999999701
hsa-mir-550a-2,NA,NA
AC008505.1,0.274795153,0.725204847
HSFX4,NA,NA
AC244452.4,NA,NA
MIR4454,NA,NA
MIR3130-1,NA,NA
MIR6863,NA,NA
FAM240A,0.949100254,0.050899746
MIR6828,NA,NA
MIR1244-4,NA,NA
MIR1279,NA,NA
MIR6079,NA,NA
AC002511.3,NA,NA
AL512380.2,0.248281146,0.751718854
MTND4LP32,NA,NA
AC068205.4,NA,NA
MIR3529,NA,NA
FAM95C,1,1.43E-10
MIR4501,NA,NA
MIR518C,NA,NA
AC017104.5,0.702362134,0.297637866
MIR7153,NA,NA
MIR6086,NA,NA
AL360181.5,NA,NA
MIR3160-2,NA,NA
MIR1244-2,NA,NA
LINC01902,0.639972148,0.360027852
AC006974.1,0.420515792,0.579484208
MIR5681B,NA,NA
MIR7157,NA,NA
MIR1302-1,NA,NA
AC137936.2,0.749488036,0.250511964
MIR941-3,NA,NA
MIR3975,NA,NA
AC020915.6,1,2.41E-20
AC022167.5,NA,NA
AC005144.1,0.817249512,0.182750488
AL592287.1,0.705076462,0.294923538
MIR3150A,NA,NA
MIR3926-2,NA,NA
AC183089.2,NA,NA
AC005622.1,1,3.92E-44
AL160276.1,0.861696826,0.138303174
AC073264.3,0.009144651,0.990855349
AL035685.1,0.999993059,6.94E-06
MIR4317,NA,NA
MIR374C,NA,NA
AC007064.4,NA,NA
AC021072.1,0.000152258,0.999847742
AC073264.4,NA,NA
AC005972.4,NA,NA
MIR520F,NA,NA
BX005040.4,0.976991195,0.023008805
AC079602.4,NA,NA
ABBA01000935.2,0.211020299,0.788979701
BX088723.1,NA,NA
AC099654.8,1,2.43E-32
AC007161.3,0.48674585,0.51325415
MIR2054,NA,NA
SNORD98,NA,NA
LINC02341,0.122612611,0.877387389
MIR376B,NA,NA
hsa-mir-3158-1,NA,NA
AC139491.6,0.679410099,0.320589901
MIR376A2,NA,NA
IGHVIII-44,NA,NA
AC098650.1,1,7.24E-35
AC243725.1,0.999637737,0.000362263
AC008735.6,1.95E-05,0.999980536
MIR4773-1,NA,NA
AC245369.8,9.11E-07,0.999999089
MIR4251,NA,NA
AL157371.2,NA,NA
AC100810.6,NA,NA
MTND5P42,0.76907298,0.23092702
AL160035.1,4.87E-05,0.999951257
AC098484.3,1,2.26E-12
AC007671.2,NA,NA
AC007326.3,NA,NA
AC002384.2,0.173020555,0.826979445
AC097495.1,NA,NA
AC092471.2,0.246688155,0.753311845
MIR376A1,NA,NA
MIR4430,NA,NA
FAM236C,NA,NA
FAM169B,0.18900065,0.81099935
MIR1295B,NA,NA
BX276092.9,0.012338213,0.987661787
AP003399.1,NA,NA
AC116353.5,0.66865158,0.33134842
MIR4302,NA,NA
MIR338,NA,NA
AC110057.1,NA,NA
AC245166.3,NA,NA
AL031056.2,NA,NA
MIR4662A,NA,NA
AL357140.4,NA,NA
MIR103B1,NA,NA
AC090897.3,NA,NA
MIR7973-2,NA,NA
MIR924,NA,NA
MIR5683,NA,NA
MIR6759,NA,NA
MIR4328,NA,NA
AC128714.1,9.32E-07,0.999999068
AC099654.9,NA,NA
AL137785.1,NA,NA
AC016526.4,NA,NA
AL928596.1,0.845018301,0.154981699
EXOC3L2,0.945855876,0.054144124
AP000547.3,0.251115682,0.748884318
MIR3155B,NA,NA
AC012485.3,1,3.80E-46
hsa-mir-4776-1,NA,NA
AC002407.1,1,2.64E-77
MIR9500,NA,NA
ETDC,NA,NA
MIR5583-2,NA,NA
LINC02009,0.361473362,0.638526638
AL512643.1,NA,NA
AC006974.2,0.1627665,0.8372335
AC091948.2,NA,NA
AL117258.1,1,1.30E-14
MIR4483,NA,NA
AC074101.1,3.66E-07,0.999999634
AC006453.5,NA,NA
AC138904.3,0.999977301,2.27E-05
AC008687.8,NA,NA
MIR4679-1,NA,NA
MIR3974,NA,NA
AC009802.1,1,1.24E-43
AC112487.2,NA,NA
MIR4678,NA,NA
MIR4531,NA,NA
AC068587.6,0.437587162,0.562412838
MIR5087,NA,NA
MIR3913-2,NA,NA
MIR6830,NA,NA
AC025278.3,0.865463472,0.134536528
AC135068.12,NA,NA
MIR548AH,NA,NA
MYOCOS,0.823385988,0.176614012
AC013268.5,1,4.16E-34
MIR522,NA,NA
AC083841.4,NA,NA
MIR6715B,NA,NA
AC018553.2,1,5.62E-35
MIR3116-2,NA,NA
Z96074.1,0.000354439,0.999645561
MIR3202-2,NA,NA
AC010487.4,NA,NA
AL592295.4,1,1.64E-13
HSFX3,0.002719561,0.997280439
AC012442.3,NA,NA
MIR4481,NA,NA
MIR555,NA,NA
VSIG10L2,0.873419682,0.126580318
MIR3656,NA,NA
MIR92A1,NA,NA
FAM238C,1,1.10E-18
MIR1204,NA,NA
MIR6727,NA,NA
MIR6831,NA,NA
MIR6884,NA,NA
MIR6732,NA,NA
MIR5193,NA,NA
MIR7108,NA,NA
MIR146A,NA,NA
MIR4785,NA,NA
MIR484,NA,NA
AL023875.1,4.71E-05,0.999952896
AC233724.16,0.226496634,0.773503366
AL009172.2,NA,NA
MIR6755,NA,NA
MIR196B,NA,NA
MIR4781,NA,NA
MIR452,NA,NA
AC241585.4,NA,NA
AC009122.1,0.833773448,0.166226552
AL031686.1,0.431964047,0.568035953
AC002115.2,NA,NA
MIR614,NA,NA
AC118553.2,0.428470912,0.571529088
MIR20A,NA,NA
MIR6850,NA,NA
AC131160.1,0.247040274,0.752959726
AC141930.3,0.783641659,0.216358341
MIR1178,NA,NA
CR392000.2,0.364285434,0.635714566
MIR6849,NA,NA
MIR6778,NA,NA
AL137798.3,NA,NA
MIR632,NA,NA
MIR4329,NA,NA
AC233724.17,0.844041753,0.155958247
AC116366.3,0.999461602,0.000538398
MIR622,NA,NA
MIR15A,NA,NA
AC051649.2,0.756188377,0.243811623
MIR936,NA,NA
MIR7846,NA,NA
MIR612,NA,NA
MIR4453,NA,NA
MIR6861,NA,NA
MIR4426,NA,NA
MIR6510,NA,NA
MIR29B1,NA,NA
MIR630,NA,NA
MIR1182,NA,NA
MIR1302-11,NA,NA
MIR3198-2,NA,NA
MIR636,NA,NA
AC007326.4,NA,NA
MIR4485,NA,NA
MIR18A,NA,NA
MIR7844,NA,NA
MIR144,NA,NA
MIR6875,NA,NA
MIR639,NA,NA
MIR22,NA,NA
AL137002.2,0.951529688,0.048470312
MIR378I,NA,NA
MIR6734,NA,NA
AC096667.1,0.958382079,0.041617921
MIR6764,NA,NA
MIR4751,NA,NA
MIR214,NA,NA
MIR4721,NA,NA
MIR6872,NA,NA
AC092053.2,0.631357732,0.368642268
MIR4738,NA,NA
MIR7703,NA,NA
MIR1247,NA,NA
MIR3674,NA,NA
MIR3960,NA,NA
AC073869.6,NA,NA
AP000842.4,NA,NA
MIR1307,NA,NA
AC018793.1,NA,NA
MIR3911,NA,NA
MIR4260,NA,NA
AC104304.1,NA,NA
AC132825.5,NA,NA
MIR7704,NA,NA
MIR3916,NA,NA
MIR3714,NA,NA
BX664615.2,0.999896149,0.000103851
MIR1469,NA,NA
MIR628,NA,NA
MIR1324,NA,NA
AC011416.4,0.68480489,0.31519511
MIR761,NA,NA
Z98749.3,1,9.17E-34
MIR155,NA,NA
ABBA01040607.1,NA,NA
AD000090.1,0.293147648,0.706852352
AL512662.2,1,6.87E-12
AC087645.4,1,4.11E-43
MIR6743,NA,NA
MIR1302-9,NA,NA
MIR6132,NA,NA
MIR192,NA,NA
MIR133A1,NA,NA
MIR637,NA,NA
MIR5010,NA,NA
AL117339.5,1,4.09E-12
MIR18B,NA,NA
AL121722.1,NA,NA
MIR6878,NA,NA
MIR423,NA,NA
MIR3658,NA,NA
MIR3917,NA,NA
AC068137.3,NA,NA
MIR600,NA,NA
MIR4709,NA,NA
LINC00032,1,1.20E-43
AC247036.7,NA,NA
MIR6791,NA,NA
AC092017.3,NA,NA
MIR3610,NA,NA
MIR1248,NA,NA
AP002851.1,1,4.40E-28
AC233724.18,NA,NA
MIR6838,NA,NA
MIR4442,NA,NA
AP000550.4,NA,NA
AC099795.1,0.524519619,0.475480381
AC084337.2,NA,NA
MIR365B,NA,NA
GNG14,NA,NA
AL445623.2,0.024298694,0.975701306
AC233724.19,NA,NA
MIRLET7A3,NA,NA
AC017000.1,NA,NA
SLURP2,NA,NA
AC092652.3,1,5.38E-15
MIR492,NA,NA
AL358215.3,0.928574714,0.071425286
MIR4458,NA,NA
AC073869.7,NA,NA
MIR6084,NA,NA
MIR6511B1,NA,NA
MIR675,NA,NA
MIR6502,NA,NA
MIR6840,NA,NA
MIR1281,NA,NA
AC018793.2,NA,NA
MIR4697,NA,NA
AC069544.2,0.999162635,0.000837365
MIR497,NA,NA
MIR4468,NA,NA
MIR6805,NA,NA
MIR4761,NA,NA
MIR29A,NA,NA
MIR5196,NA,NA
MIR5187,NA,NA
MIR10A,NA,NA
MIR296,NA,NA
AC073111.3,NA,NA
AC106774.5,NA,NA
MIR20B,NA,NA
MIR6836,NA,NA
AC073111.4,NA,NA
MIR650,NA,NA
AC006460.2,0.99609077,0.00390923
MIR7112,NA,NA
MIR4315-1,NA,NA
AP001273.2,NA,NA
MIR5572,NA,NA
AC002472.2,NA,NA
MIR4469,NA,NA
MIR6834,NA,NA
